id,name,general_name,general_name_refined
29045,spinach babies,various,various
29046,Beer in cans light - save $ 11 when buying 2 crates,various,various
29047,Tea - Saturday 18th and Sunday 19 January alone - Limit of 4 - $ 4.99 per additional item - $ 4.99 The rest of the week,various,various
29049,Peanut Butter - All Natural - Saturday 19th and Sunday May 20th Only - Limit of 4 - $ 4.99 The rest of the week or by article out of bound,various,various
29051,Cereal - Alpha-Bits - 50% discount,various,various
29055,Sliced Portobellas Mushrooms - Canada,various,various
29059,Red Potatoes - From Quebec - Canada No 1,various,various
29061,"Beef, thongs",various,various
29062,Honey - President's Choice - See Varieties In Store,various,various
29066,Soybean Drink - Natur-A,various,various
29069,Capillary Color - Natural Instincts,various,various
29071,Toothbrush - twister - see varieties in store,various,various
28295,"Toothpaste - Saturday 7 and Sunday, December 8th only!- limit of 4 - 99 ¢ the rest of the week or by article out of bounds",various,various
29263,Honey - the honey of Émilia - see varieties in store,various,various
28301,Eye Tracer - Infallible,various,various
28049,Pasta - Smart - See Varieties In store,various,various
28043,Frozen meal - skipped sensations - see varieties in store,various,various
28038,Refrigerated dessert,various,various
28022,Frozen breaded chicken nuggets - Pub style - Limit of 4 - $ 6.99 per additional item,various,various
28299,Hygienic Towels - * Bonus 20 Points M,various,various
28303,Sliced charcuterie - see varieties in store,various,various
28528,Whipped peanut butter - save 50 ¢ with a good-discount in store,various,various
28507,Red or black plums,various,various
28555,Ground coffee - see varieties in store - * Bonus 40 points M,various,various
28553,Tartinade - Paris Pâté,various,various
28550,Wipes,cleaning product,cleaning product
28543,Peanut Butter - Creamy and Light - Saturday 13 and Sunday 14 October only - Limit of 4 - $ 4.99 The rest of the week or by article out of bounds,various,various
28537,Plain flour,various,various
28050,Chocolate Tablets - Creation,various,various
28051,"Red, white or rosé wine - Marquis de Méricourt, the hostel, from noiret, our wine wine, selection Châtenois, Revolution, Black Forest - Up to 20% savings",various,various
28052,Frozen pork back ribs,various,various
28054,Instant noodle soup,various,various
28056,Refrigerated Beverage - Oasis Morning - See Varieties In Store,various,various
28058,Salad Sauce - Miracle Whip,various,various
28064,Ice Cream With Vanilla,various,ice cream
28067,"Capillary Products - Frunts - Saturday, August 3 only!- Limit of 4 - $ 2.99 per additional item",various,various
28071,Powder beverage - Nesquik - View in store varieties,various,various
28079,Licorice,various,various
28083,Organic yogurt - See in store varieties,yogurt,yogurt
28085,Charcuterie,various,various
28088,K-Cup bucket coffee,various,various
28092,Mix of half-half-half - Quebec,various,various
28100,K-Cup bucket coffee,various,various
28104,Frozen Food - Slimming Kitchen - See Varieties in Store - 50% Discount,various,various
28535,Beef concentrated broth,various,various
28527,Honey,various,various
28286,Refrigerated orange juice - Pure premium,juice,juice
28568,Frozen fried rice - see varieties in store,various,various
28465,Chocolate and Hazelnut Spread - President's Choice,various,various
28464,Mexican Rice - * Bonus 25 Points M for Buying 2,various,various
28459,Hummus,various,various
28458,"Hygienic Towels - Saturday, June 30th Only - Limit of 4 - $ 3.49 The rest of the week or by item outside the limit",various,various
28560,Organic spinach babies,various,various
28567,Cake glazing - whipped,cake,cake
28570,Mascara - Super Size,various,various
28525,Frozen fruit - President's choice - See in-store variety,various,various
28626,Frozen Flat Bread - President's Choice,various,various
28623,Tortilla chips - View varieties in store,chip,chip
28622,Organic Drink - President's Choice - See Varieties In-store,various,various
28621,orange,various,various
28615,Frozen orange juice,juice,juice
28613,"Chicken, chest, boneless, skinless",various,various
28466,Ice Cream With Vanilla,various,ice cream
28471,Chocolate,various,various
28472,Window cleaner,various,various
28473,Dog Tapers - Denta Stix,various,various
28476,Frozen thin crust pizza - Ristorante - See in store varieties,pizza,pizza
28480,Frozen Whipped Flooring - Cool Whip - Best Prices year,various,various
28489,Ice cream,various,ice cream
28493,Chocolate,various,various
28494,Yellow greenhouse peppers - Mexico,various,various
28496,Greek yogurt - see varieties in store,yogurt,yogurt
28508,Russet potatoes - Quebec - Category # 1,various,various
28515,Coffee in organic and fair grains,various,various
28521,Biscuits - see varieties in store,various,various
28522,CREAM 10%,various,various
28523,Mini Choco,various,various
28106,Crunchy bars - Special K,bar,bar
28108,Cornichons - Bick's,various,various
28111,Pita Chips - See Varieties In Store,chip,chip
28228,Nutritional Supplement - Pediasure,various,various
28242,Chopped chicken - blue menu,various,various
28241,Lince-Mouth - Ultra Clean,various,various
28240,Slicing cheese,cheese,cheese
28238,Cheese Bar - President's Choice,bar,bar
28234,Chocolate - Chocolaterie des Trappist Fathers - See Varieties In store,various,various
28132,Ribs of frozen pork back,various,various
28113,Capillary Color - Preference,various,various
28129,Soybean drink,various,various
27978,Laundry Detergent - Ultra Packs - Saturday 8th and Sunday 9 September Only - Limit of 4 - $ 3.99 The rest of the week or by item outside the limit,laundry,laundry
28014,Perogies,various,various
28012,Laundry Detergent - Ultra Packs - Saturday 8th and Sunday 9 September Only - Limit of 4 - $ 3.99 The rest of the week or by item outside the limit,laundry,laundry
28009,paninis,various,various
28243,Frozen Pizza - Giuseppe,pizza,pizza
28244,Cream 35% - Ultra'creme,various,various
28246,"Coffee in Capsules T-Disc - Nabob - From Thursday 3rd to Sunday, October 6th, only - $ 5.99 The rest of the week",various,various
28248,Peanut butter - Creamy - Saturday 8th and Sunday 9 June only.- Limit of 4 - $ 4.99 The rest of the week or by item outside the limit.,various,various
28249,Cookies - Goglu,various,various
28250,Toothbrush - Maxfresh,various,various
28252,Frozen dinner - Stouffer's,various,various
28257,"Wiper - Saturday 27 and Sunday, October 28th only - Limit of 4 - $ 5.99 The rest of the week or by article out of bound",various,various
28267,Cake Mix - Supermist,cake,cake
28272,Licorice,various,various
28274,Teaser,various,various
28277,Refrigerated dessert,various,various
28281,Yogurt to drink - Yop - see varieties in store - save 50 ¢ more to buy 4 products with a good-discount in store,yogurt,yogurt
28284,Snack - Lunch Mate Stackers,various,various
28285,Cereal - All-Bran Buds,various,various
28008,Red Tomatoes of Serre - Canada - Category # 1,various,various
28007,Wind flights,various,various
28005,Yogurt - Lactose-free,yogurt,yogurt
27954,Cookies - Normandy,various,various
28116,Baby cereal,various,various
28122,Preparation for infants A + 2,various,various
28123,Cut Carrots (Cocktail) Organic,various,various
28021,"Jam, jelly, marmalade, spread - see varieties in store",various,various
28020,Dry Sausage - Craftsman - View Varieties In-store,sausage,sausage
28017,green peppers,various,various
28016,Toothpaste - Sensitive,various,various
27938,Frozen Cake - Deep'n Delicious,cake,cake
27939,Frozen fruits - President's choice,various,various
27941,Naan bread whole wheat,various,various
27945,Chocolate and Hazelnut Spread - President's Choice,various,various
27949,Disinfecting wipes,cleaning product,cleaning product
27951,"Antiperspirant - Saturday 6th and Sunday, July 7th only!",various,various
27953,9 / 10x wipes,cleaning product,cleaning product
27958,Frozen tart - Deep'n Delicious - * Bonus 25 points,various,various
28004,garlic,various,various
27959,Teaser,various,various
27963,Syrup - * Bonus 15 Points M,various,various
27968,Smoked sausages coated with frozen dough - Original - * 50 Points Bonus m,sausage,sausage
27973,Bleach,various,various
28127,Capillary Color - Nice'n Easy,various,various
27977,Margarine,various,various
27979,spinach babies,various,various
27980,Disinfecting wipes,cleaning product,cleaning product
27981,Refrigerated dessert,various,various
27984,Saucissons - Unnamed - See Varieties in Store - Save $ 1.02,various,various
27985,Red Potatoes - From Quebec - Canada No 1,various,various
29264,Frozen chicken bits,various,various
29262,spinach babies,various,various
26962,Yogurt - Source 0% - See Varieties in-store,yogurt,yogurt
26882,Liquid Lash Detergent - Simply - Saturday 28th and Sunday 29 July Only - Limit of 4 - $ 3.99 The rest of the week or by article out of bound,various,various
26898,Jam,various,various
26897,Frozen dinner - Stouffer's,various,various
26894,Organic red cabbage,various,various
26889,Body cleaner,various,various
26885,"Hygienic paper - Saturday, June 16th only - limit of 4 - $ 5.49 the rest of the week or by article out of bounds",various,various
26883,Laundry Detergent - Ultra Packs - Saturday 8th and Sunday 9 September Only - Limit of 4 - $ 3.99 The rest of the week or by item outside the limit,laundry,laundry
26881,Fruit Drink - Déli-Five,various,various
26842,Energy Supplement - Super Energex,various,various
26873,Refrigerated dessert,various,various
26863,Vegetable Straws - Veggie Straws,various,various
26861,Sliced charcuterie - see varieties in store,various,various
26860,Frozen Pizza - Calzones,pizza,pizza
26856,Mushrooms Carnesses - Canada and / or the United States,various,various
26848,couscous,various,various
26899,Tender Bars - Chocomax Protein,bar,bar
26900,Frozen thin crust pizza - Ristorante - See in store varieties,pizza,pizza
26901,Pasta - Lasagna,various,various
26903,Carrots Nantes - Mexico,various,various
26904,Chocolate treats,various,various
26911,Organic Drink - President's Choice - See Varieties In-store,various,various
26914,Organic Gruau - Qi'a - See Varieties in store,various,various
26826,cream cheese,cheese,cheese
26915,Frozen fruit,various,various
26818,Frozen meal - Harmony - Buy 2 and get the third third for free,various,various
26805,Rouge delicious apples - from the United States,various,various
26719,Peanut Butter - All Natural,various,various
26721,100% Canadian liquid honey,various,various
26723,Instant Coffee - Unnamed - See Varieties In Store,various,various
26727,Salty Butter - Save $ 1.40,various,various
26728,Black Forest Smoked Ham Without Nitrite Sliced,various,various
26845,UHT milk - Chokéo - See in store varieties,various,various
26839,Disinfecting wipes,cleaning product,cleaning product
28848,Light beer,various,various
28868,Evaporated Milk - Unnamed,various,various
28892,Laundry Detergent - Ultra Packs - Saturday 8th and Sunday 9 September Only - Limit of 4 - $ 3.99 The rest of the week or by item outside the limit,laundry,laundry
28889,Peanut Butter - Natural Crunchy - Saturday 29 and Sunday 30 September only - Limit of 4 - $ 4.99 The rest of the week or by item outside the limit,various,various
28885,Chewing gum,various,various
28879,ICE alcoholic beverage,various,various
28874,Cheese,cheese,cheese
28829,Margarine,various,various
28866,Frozen chicken breast straps - premium - Buy 2 and get the third third,various,various
26837,"Cream 10%, 15%",various,various
28864,Ice Cream - See Varieties In Store,various,ice cream
28863,Cereal - Special K,various,various
28862,Battery Toothbrush - 360º,various,various
28859,"White eggs, big caliber, category A",various,various
28855,Sweet peas - imported,various,various
28851,Ice Cream - Spirits,various,ice cream
28896,Chewing gum,various,various
28898,Peanut Butter - All Natural,various,various
28900,Tuna,tuna,tuna
28902,Licorice - NIBS - See Varieties in-store,various,various
28904,Frozen meal - Hungry-man - See in store varieties,various,various
28906,Frozen puff pastry,various,various
28911,Snatcher,various,various
28913,Dip - Philadelphia,various,various
28914,Soybean Drink - Natur-A,various,various
28915,Cerear bars - Nutri-Grain - See in store varieties,bar,bar
28876,Cookies - Maxi-Fruits,various,various
27933,Laundry Detergent - Ultra Packs - Saturday 8th and Sunday 9 September Only - Limit of 4 - $ 3.99 The rest of the week or by item outside the limit,laundry,laundry
27930,Cheese - Gouda,cheese,cheese
27926,"Red or White Wine - Caballero, Auberge, Everyday, Christope Dalbray, Contradiction, Black Forest, Nicolas Laloux, Revolution - Save 20%",various,various
26828,tortillas,various,various
26831,Hygienic paper - President's choice - limit of 4 - $ 5.99 per additional item,various,various
26834,Preparation for infants A +,various,various
26732,Dog Food - Beneful,various,various
26735,Dog Tapers - Denta Stix,various,various
26736,Ice Cream With Vanilla,various,ice cream
27106,Wipers - Green - Saturday 7th and Sunday 8 July only - Limit of 4 - $ 5.99 per item out of bounds,various,various
27125,Frozen pastry - Toaster Strudel - See in store varieties,various,various
27122,Crackers - Crispers,various,various
27116,Mascara - Lash Paradise,various,various
27113,Raspberry - Mexico - Category # 1,various,various
27102,Crumbled pink salmon,various,various
27099,Top - Spongetowels - See Varieties in-store,various,various
27098,Peanut Butter - Natural Crunchy - Saturday 27 and Sunday 28 April only - Limit of 4 - $ 4.99 The rest of the week or by article out of bound,various,various
27096,Fresh pasta - Ziggy's - See varieties in store,various,various
27093,"Toothbrush - Twister - Saturday 26 and Sunday, October 27th only.- limit of 4 - 99 ¢ per additional article",various,various
27132,Gas Drink - Saturday 12th and Sunday 13 May Only - Limit of 4,various,various
27133,Underprint - Saturday 7th and Sunday 8 July only - Limit of 4 - $ 3.49 per item out of bounds,various,various
27141,Ice Sweets - Gelato,ice cream,ice cream
27142,Peanut Butter - Unnamed - See Varieties In Store,various,various
27143,Fresh Atlantic salmon fillet,various,various
27046,"Gas Drink - 7-Up, 7-Up Diet - See Varieties In Store",various,various
27044,Laundry Detergent - Ultra Packs - Saturday 8th and Sunday 9 September Only - Limit of 4 - $ 3.99 The rest of the week or by item outside the limit,laundry,laundry
26937,Moisturizes,various,various
26939,Grape Tomatoes of Serre - Canada and / or the United States and / or Mexico,various,various
26940,Pasta - Ancient Grains - * Bonus 25 Points M In Buy 3,various,various
26949,Pellets - see varieties in store,various,various
26951,spinach babies,various,various
26955,Tisane,various,various
26957,brownies,various,various
26959,Hygienic paper - limit of 4 - $ 7.99 per additional item,various,various
27091,Pasta - Smart - See Varieties In store,various,various
27090,"Chicken, chest, boneless, skinless",various,various
27086,Bleach,various,various
26788,Broth with 30% less sodium - Campbell's,various,various
26739,Flavored pale tuna,tuna,tuna
26742,Natural Source Water - Pure Life,various,various
26751,Eye Tracer - Infallible,various,various
26753,Refrigerated fruit juice - see varieties in store,juice,juice
26754,Sliced Charcuterie - See Varieties In-store,various,various
26756,Sliced charcuterie - see varieties in store,various,various
26763,Frozen Yogurt - Real Cream - See Varieties In Store,yogurt,yogurt
26764,Fresh chicken breast straps - gluten free - See in store varieties,various,various
26767,Bars,bar,bar
26768,jam,various,various
26769,Frozen waffles - EGGO,various,various
26785,Capillary Color - Perfect 10,various,various
26790,Refrigerated fruit juice mix - Tropics - See varieties in store - Limit of 4 - $ 3.99 per additional item,juice,juice
27077,Red Potatoes - From Quebec - Canada No 1,various,various
26798,Ice Sweets - Drumstick,ice cream,ice cream
26800,Handkerchief papers,various,various
26802,Peanut Butter,various,various
26810,Disinfecting wipes,cleaning product,cleaning product
26921,Laundry Detergent - Ultra Packs - Saturday 8th and Sunday 9 September Only - Limit of 4 - $ 3.99 The rest of the week or by item outside the limit,laundry,laundry
26923,spinach babies,various,various
26932,Flavored milk,various,various
27052,Paste,various,various
27055,Mask - clay-pure,various,various
27061,Chocolate bars,bar,bar
27062,"pork, nets",various,various
27072,Organic mangoes,fruit,fruit
27076,Smoothie - Iögo - View varieties in store <,various,various
29184,Ice Dessert - Classical - Saturday 6th and Sunday 7th October alone - Limit of 2 - $ 2.99 The rest of the week or by item outside the limit,various,various
28769,Ice Cream With Vanilla,various,ice cream
28790,Lasagna Pasta - Smart,various,various
28785,Jam,various,various
28781,Cranberry cocktail,various,various
28774,Brie cheese light morning breeze,cheese,cheese
28771,Disinfecting wipes,cleaning product,cleaning product
28768,Yogurt to drink - Kik - View Varieties in store,yogurt,yogurt
28752,Cereal - qi'a - see varieties in store,various,various
28767,Hygienic buffers - Pearl,hygiene product,hygiene product
28764,Frozen chicken bits,various,various
28762,Refrigerated Beverage - Oasis Morning - See Varieties In Store,various,various
28761,Risotto - Express Bistro - View Varieties in store,various,various
28760,Sliced charcuterie - see varieties in store,various,various
28757,Toothpaste - MaxFris - Saturday 17 and Sunday 18 August only.- Limit of 4 - 99 ¢ The rest of the week or by item outside the limit,various,various
28796,Probiotic Kefir - Original,various,various
28797,Bouillon for melting,various,various
28799,Plain flour,various,various
28800,Cereal - Special K,various,various
28804,Frozen waffles - EGGO,various,various
28805,Peanut Butter - All Natural,various,various
28808,Lessen Stainting - See Varieties In Store,various,various
28814,Instant Gruau - See Varieties In Store,various,various
28817,Fruit Flavor Snack - Fruits - View Varieties In-store,various,various
28818,Young biological spinach - the United States,various,various
28824,Acetaminophen - Regular 325 mg,various,various
28749,"Chips - Saturday, June 16th only - Limit of 4",chip,chip
28748,cucumbers,cucumber,cucumber
28745,"Fresh chicken breasts with bone, without skin",various,various
28756,Bars - Dipps,bar,bar
28991,chopped chicken,various,various
28841,spinach babies,various,various
29211,Cookies - Maple Leaf,various,various
28997,Frozen Yogurt - Chapman's,yogurt,yogurt
29221,Ice Cream With Vanilla,various,ice cream
29215,Ice Coffee Syrup - Ice Java,various,various
29214,SOCKEYE SALON FILLET WILD,various,various
29213,Wiper - Unnamed - Limit of 6 - 99 ¢ By additional article,various,various
29212,"Cereal - Lucky Charms - Save $ 1 - * $ 4.99 Without Coupon - 1 Coupon Limit by Purchase, By Customer",various,various
29210,Cookies - Rondeau,various,various
28993,Smoke chicken sausages,sausage,sausage
29204,Tissue paper,various,various
29199,Smoothie - Iögo - View varieties in store <,various,various
29196,3-layer table towels,various,various
29195,Sliced Cheese - Extra Cheddar,cheese,cheese
29193,Tropical Gold pineapple,various,various
29191,Organic Carrots - United States - Category # 1,various,various
29223,Capillary dye - image,various,various
29228,Yogurt - Classical,yogurt,yogurt
29229,Frozen Smoked Atlantic Salmon,various,various
29239,Fresh stuffed pasta - O Sole Mio - See variety in-store,various,various
29240,Green Onions - Mexico,various,various
29244,Ice cream,various,ice cream
29245,Red Mangoes - Mexico,fruit,fruit
29248,Jam,various,various
29251,Granada - of the United States,various,various
29252,GASED MINERAL WATER,various,various
29254,Cookies - Maple Leaf,various,various
29256,Sliced charcuterie - see varieties in store,various,various
29257,Frozen fish fillets - Select selected,various,various
29258,Hygienic paper - VELOUR - Limit of 4 - $ 7.99 per additional item,various,various
29224,Aerosol disinfectant,various,various
28994,Egg noodles,various,various
28635,Mini Cucumbers - Canada,cucumber,cucumber
28638,"Refrigerated Orange Juice, with Pulps - Premium - Limit of 4 - $ 3.99 per additional item",juice,juice
28642,Frozen Chicken Wings - President's Choice,various,various
28945,K-Cup bucket coffee,various,various
28963,Vegetable soup - Campbell's,various,various
28961,ICE alcoholic beverage,various,various
28957,Blanching Blandes - 3D White Vivid,various,various
28956,Gas Drink - Saturday 12th and Sunday 13 May Only - Limit of 4,various,various
28952,Milkshake,various,various
28946,Cabbage salad - * Bonus 15 points M,various,various
28944,Hygienic buffers - Pearl,hygiene product,hygiene product
28643,Chips - Lay's,chip,chip
28942,tortillas,various,various
28941,Fondue at Parmesan,various,various
28934,Lip Tracer - Color Rich,various,various
28931,Beets - Quebec,various,various
28965,Bars - Lucky Charms - View Varieties in-store,bar,bar
28968,BIO KIWIS,various,various
28970,"Tilapia, nets",various,various
28971,Disinfecting wipes,cleaning product,cleaning product
28974,Frozen pie crusts,various,various
28983,Frozen Whipped Flooring - Cool Whip - Best Prices year,various,various
28984,Sliced charcuterie - see varieties in store,various,various
28986,Bagelwichs - Montreal Style,various,various
28989,spinach babies,various,various
28990,Cake mix,cake,cake
28921,Pasta - Harvest Health - 50% off,various,various
28920,Dry vaporizer,various,various
28918,Bars - All-Bran - * Bonus 15 Points M,bar,bar
28917,Laundry,laundry,laundry
28834,Vitamin C,various,various
28836,spinach babies,various,various
28930,Wiper - See Varieties in-store,various,various
28928,Cheese - Sir Laurier d'Arthabaska,cheese,cheese
28926,Instant noodles,various,various
28698,"Chocolate treatments - Hershey's - Saturday 26 and Sunday, October 27th only.- limit of 4 - $ 8.99 the rest of the week or by article out of limit",various,various
28646,Black Forest Smoked Ham Without Nitrite Sliced,various,various
28647,Cough lozenges,various,various
28655,Lash Laundry Detergent - Limit of 4 - $ 4.99 per additional item,laundry,laundry
28666,Frozen fruit - President's choice - See in-store variety,various,various
28668,Laundry Detergent - Ultra Packs - Saturday 8th and Sunday 9 September Only - Limit of 4 - $ 3.99 The rest of the week or by item outside the limit,laundry,laundry
28670,Instant Gruau - Buy 2 and Get FREE The Third,various,various
28674,Antiperspirants - see varieties in store,various,various
28676,Beer - Mexico Beers - * Bonus 50 Points M,various,various
28826,Frozen frozen frayed pork,various,various
28682,mozzarella cheese,cheese,cheese
28687,"salmon, darnes, fresh",various,various
28690,GASEIFIED SIGNAL WATER - Pure Life - See in store varieties,various,various
28699,Frozen waffles - EGGO MINIS,various,various
28924,Disinfecting wipes,cleaning product,cleaning product
28703,Organic apples,various,various
28704,"Beef, roast coast",various,various
28706,Laundry Detergent - Ultra Packs - Saturday 8th and Sunday 9 September Only - Limit of 4 - $ 3.99 The rest of the week or by item outside the limit,laundry,laundry
28720,Licorice,various,various
28725,mozzarella cheese,cheese,cheese
28730,Sliced White Mushrooms - Canada - * Bonus 25 Points M In Buy 2,various,various
28732,Peanut Butter - Creamy and Lightweight,various,various
28733,Cookies - Celebration - Saturday 19th and Sunday 20 January only - Limit of 4 - $ 2.99 The rest of the week or by article out of bound,various,various
28738,cracker,various,various
28684,Margarine - Pro-Activ,various,various
28633,Frozen Whipped Flooring - Cool Whip - Best Prices year,various,various
28828,Chewing gum,various,various
28833,Frozen meal - see varieties in store,various,various
31490,Frozen Field - Drumstick - View Varieties in-store,ice cream,ice cream
31264,K-Cup bucket coffee,various,various
28606,Tartinade Hoummos,various,various
30776,Chips - Saturday 15 and Sunday 16 September only - Limit of 4 - $ 4.29 The rest of the week or by article out of bounds,chip,chip
30791,Mouthwash - Classic,various,various
30789,Mascara - Volum 'Express The Colossal,various,various
30784,Baby Baby Toiletries - See Varieties In Store,various,various
30779,Capillary Products - Hair Expertise - See Varieties In Store,various,various
30778,Ice Dessert - Classic - See Varieties In Store,various,various
30777,Wiper - save at least $ 4.99,various,various
30774,Red Potatoes - From Quebec - Canada No 1,various,various
30570,Bars - Nutri-Grain - See Varieties In-store,bar,bar
30673,Cereal - Special K,various,various
30668,K-Cup coffee buckets - President's choice,various,various
30512,Antisodorific or deodorant,various,various
30551,Chocolate and Hazelnut Spread - President's Choice,various,various
30573,"Big White Eggs, Grade A - Saturday 19 and Sunday 20 January Only - Limit of 2 - $ 2.29 per additional item - $ 2.49 The rest of the week",various,various
30572,Sliced charcuterie - see varieties in store,various,various
30795,Meal kit - see varieties in store,various,various
30796,Laundry Detergent - Ultra Packs - Saturday 8th and Sunday 9 September Only - Limit of 4 - $ 3.99 The rest of the week or by item outside the limit,laundry,laundry
30806,Frozen Pizza - Traditional - Save $ 2,pizza,pizza
30807,Baby baby toiletries,various,various
30808,Chocolate syrup - Nesquik,various,various
30812,Soup - Chunky,various,various
30814,"Acetaminophen - Complete - Cold, Cough and Influenza",various,various
30817,Hygienic buffers - Pearl,hygiene product,hygiene product
30820,Frozen meal - Michelina's - * Exception: Signature,various,various
30822,Licorice - NIBS - See Varieties in-store,various,various
30825,Bars,bar,bar
30827,Toothbrush - Maxfresh,various,various
30830,Frozen Chicken Pâté - Mother Michel - See Varieties In Store,various,various
30831,groats,various,various
30832,Yogurt - Minigo,yogurt,yogurt
30834,Gruau - Fast,various,various
30839,Acetaminophen - Regular 325 mg,various,various
30571,Fresh teaser,various,various
30569,Peanut Butter - All Natural - Saturday 8th and Sunday 9 December Only - Limit of 4 - $ 4.99 The rest of the week or by article out of bound,various,various
30516,Vitamin C,various,various
30534,Cheese macaroni,cheese,cheese
30533,K-Cup bucket coffee,various,various
30532,"Cookies - Maple Leaf - Buy 2 and get 1 free marshmall bag (454 g), worth $ 2.49.",various,various
30529,Raspberries - the United States and / or Mexico - Category # 1,various,various
30518,Frozen Pizza - Slim and crispy crust - View Varieties in store - Saturday 18 and Sunday 19 January only - Limit of 4 - $ 3.99 per additional item,pizza,pizza
30517,Ice Cream With Vanilla,various,ice cream
30574,Basmati rice,various,various
30568,Anjou red pears - from the United States,various,various
30581,Teaser,various,various
30583,Laundry Detergent - Ultra Packs - Saturday 8th and Sunday 9 September Only - Limit of 4 - $ 3.99 The rest of the week or by item outside the limit,laundry,laundry
30584,Fresh pasta - Buy 1 and get the second second,various,various
30664,Biological Hass Lawyer - Mexico,various,various
30662,blue cheese,cheese,cheese
30661,Pale tuna,tuna,tuna
30535,Meal Set - Stackers Lunch Mate,various,various
30536,Cat Food - Elegant Medleys,various,various
30539,Organic Cereal - Nature's Path - See Varieties In Store,various,various
30541,Lozenges,various,various
30542,Frozen fruit - President's choice - See in-store variety,various,various
30543,Portions of frozen salmon,various,various
30545,Peanut Butter - All Natural,various,various
30665,"Chips - Saturday, July 13th only!- Limit of 4 - $ 4.49 The rest of the week or by item outside the limit",chip,chip
30548,spinach babies,various,various
30552,Garniture for ice cream and dessert - President's choice - See Varieties in-store,various,ice cream
30553,CUV CLEANER - 10X POWERFUL,various,various
30558,Litter Cats - Tidy Cats,various,various
30559,Refrigerated Beverage - Oasis Morning - See Varieties In Store,various,various
30561,French Style Round Interior Bifteck - from Beef Canada AA or a higher category or USDA Select,various,various
30563,"Concentrated, frozen extension - See in store varieties",various,various
30565,Rouge delicious apples - from the United States,various,various
30567,Teaser,various,various
30840,Sweet Peppers of Red Fields - Quebec,various,various
30842,Ice Cream - Häagen-Dazs,various,ice cream
31263,Acetaminophen - Regular 325 mg,various,various
30219,paninis,various,various
30228,"chopped beef, skinny",various,various
30227,Cake mix,cake,cake
30226,Frozen breaded chicken burgers - pub style,various,various
30223,Frozen breaded chicken sticks,various,various
30222,tomato coulis,various,various
30220,Liver block - first harvest - see varieties in store - * Bonus 20 points m,various,various
30218,Snatcher,various,various
30214,Laundry Detergent - Pods - View Varieties In-store,laundry,laundry
30204,Cats Food - Proactive Health - See Varieties in-store,various,various
30197,Licorice - NIBS - See Varieties in-store,various,various
30511,Multivitamin,various,various
30849,Chocolate bars - Kat Kit,bar,bar
30230,Fondue at Parmesan,various,various
30233,Underprint - Saturday 7th and Sunday 8 July only - Limit of 4 - $ 3.49 per item out of bounds,various,various
30235,Fruit snack - GOGO SQUEZ - Lower price of the year,various,various
30237,Juice or cranberry cocktail - see varieties in store,juice,juice
30250,Yellow Zucchini - Quebec,various,various
30252,Frozen Pizza - Ristorante - Saturday 9th and Sunday 10 February Only - Limit of 4 - $ 6.99 The rest of the week or by article out of bounds,pizza,pizza
30256,Soup - Chunky,various,various
30265,Bars - Vital,bar,bar
30266,Licorice - NIBS - See Varieties in-store,various,various
30271,Frozen meal,various,various
30274,Instant Gruau - See Varieties In Store,various,various
30277,Collagen - Original Formula,various,various
30278,"Chips - Saturday, July 13th only!- Limit of 4 - $ 4.49 The rest of the week or by item outside the limit",chip,chip
30280,Frozen,various,various
30284,Ice Cream With Vanilla,various,ice cream
30285,Red Potatoes - From Quebec - Canada No 1,various,various
30718,Gassed source water,various,various
30752,Cereal - Kellogg's - View Varieties in-store - Save $ 1 In addition to the purchase of 2 products with a good-discount in store,various,various
30843,Triple chocolate cake,cake,cake
30680,Ice Sweets - Gelato,ice cream,ice cream
30702,Hamburger breads - Unnamed,various,various
30700,Frozen Oven Lift Pizza - See Varieties In Store,pizza,pizza
30697,Cereal - Special K,various,various
30696,Acetaminophen - Regular 325 mg,various,various
30695,Velvety peanut butter,various,various
30678,Ice sugar / powder,various,various
30751,Flavored milk,various,various
30677,Gluten-free crackers - Breton - See in store varieties,various,various
30675,Frozen thin crust pizza,pizza,pizza
30756,Cashew nut,various,various
30759,Pecorino Romano cheese imported from Italy,cheese,cheese
30764,Lean chopped beef - save $ 2.09 / lb,various,various
30773,Biological Hass Lawyer - Mexico,various,various
30704,"pork, roasted, boned",various,various
30707,Refrigerated apple and mango juice,juice,juice
30709,Nail Polish - Classic,various,various
30710,Toothbrush - Twister - Saturday 21 and Sunday 22 September only.- limit of 4 - 99 ¢ per additional article,various,various
30669,"Cereal - Lucky Charms - Save $ 1 - * $ 4.99 Without Coupon - 1 Coupon Limit by Purchase, By Customer",various,various
30717,Baby cereal,various,various
30719,Ice Cream With Vanilla,various,ice cream
30720,Energy Supplement - Super Energex +,various,various
30721,Liquid soap,various,various
30726,Cereals - Shredded Wheat - See Varieties in-store,various,various
30727,Chicken Tournedos with frozen bacon,various,various
30729,feta cheese,cheese,cheese
30730,Wiper - See Varieties in-store,various,various
30731,Dog Food - Kibbles'N Bits,various,various
30735,Frozen fruit - President's choice - See in-store variety,various,various
30744,Yogurt - Source 0%,yogurt,yogurt
30746,Organic Drink - President's Choice - See Varieties In-store,various,various
30659,Hygienic paper - Fluff,various,various
30658,Collagen - Original Formula,various,various
30657,brownies,various,various
29405,CREAM 10%,various,various
29637,Rice jasmine,various,various
