id,name,final_specific_general_term
18434,Peanut Butter - Creamy - Saturday 27 and Sunday 28 October only - Limit of 4 - $ 4.99 The rest of the week or by article out of bounds,review needed
18473,Capillary Color - Preference - See Varieties In Store,review needed
18471,"Peanut butter - Natural crisp - 25 miles a bonus for the purchase of 4. - Friday, May 17th only!",review needed
18470,minced pork,review needed
18468,Soup - Chunky,review needed
18487,Cheese Macaroni - Dinner,review needed
19006,Instant Coffee - Taste's Choice - * Bonus 20 Points M,review needed
19007,Bouillon for melting,review needed
19008,Marmalade - See Varieties in-store,review needed
19536,Cookies - Whippet,cookies
19538,Spread,review needed
19543,Feeding Textile in Leaves - See Varieties In Store,review needed
19546,Nail Polish - Xtreme Wear,review needed
19548,Flavored milk,review needed
19555,Instant Gruau - See Varieties In Store,review needed
19557,Wooden surface cleaner,review needed
19558,Peanut butter - all natural - Saturday 15 and Sunday 16 September only - limit of 4 - $ 4.99 the rest of the week or by article out of bounds,review needed
19559,Reggiano cheese,review needed
19459,Wafers - see varieties in store,review needed
19464,K-Cup bucket coffee,review needed
19467,Smoothie - Iögo - View varieties in store <,review needed
19820,Ice Cream With Vanilla,review needed
19810,Capillary Color - Belle-Color - See Varieties In Store,review needed
19813,"Batteries - Saturday, 22 and Sunday 23 June only.- Limit of 4 - $ 13.79 The rest of the week or by item outside.",review needed
19745,Bar proteins - protilife,review needed
19814,spinach babies,review needed
19816,Kaiser breads,bread
19819,Chips - full of flavor,review needed
19821,Hygienic paper - Fluff,review needed
19468,Peanut Butter - All Natural,review needed
19823,Ice Cream - Premium,review needed
19794,Cough lozenges,review needed
19784,Wiper - Limit of 4 - $ 7.99 per additional item,review needed
19782,Mined with ham,review needed
19779,Antisodorific or deodorant,review needed
19809,Crunchy bars - Special K,review needed
19803,Crunchy Fruit Bars - Special K - View Varieties In-store,review needed
19802,Cheese Bar - Mozzarelissima - Saturday 20th and Sunday July 21st - Limit of 4 - $ 4.49 per additional item - $ 4.99 The rest of the week,review needed
19800,Dog Food - * Bonus 25 Points M On Purchase of 6,review needed
19811,Brunette Asian pears - from China - 50% discount,review needed
19742,Chocolate,review needed
19741,Hand cream,review needed
19736,Disinfecting wipes,review needed
19665,Chocolate Tablets - Excellence - View Varieties in-store,review needed
19662,Apple Juice - Quebec,review needed
19660,Gassed source water,review needed
19653,Laundry Detergent - Ultra Packs - Saturday 8th and Sunday 9 September Only - Limit of 4 - $ 3.99 The rest of the week or by item outside the limit,review needed
19650,Frozen fries and popcorn chicken breast,review needed
19667,Croissants Nature or whole wheat,review needed
19646,White Eggs Omega-3 - Gros Caliber,review needed
19776,Guimauves - Unnamed,review needed
19773,Beer - Mexico Beers - * Bonus 50 Points M,review needed
19769,Frozen pie crusts,review needed
19485,Laundry Detergent - Ultra Packs - Saturday 8th and Sunday 9 September Only - Limit of 4 - $ 3.99 The rest of the week or by item outside the limit,review needed
19470,Nectar - See Varieties In store,review needed
19472,Sloppy joe with smoke meat Montreal,review needed
19478,Butter sandblasted cookies,cookies
19480,Cereal - Mini Wheats,review needed
19514,Cretons - Buy 2 and get the third for free for free,review needed
19513,Frozen meal,review needed
19511,Window cleaner,review needed
19508,Sliced bread - Villaggio - Buy 2 and get free 1 packet of breads in Hamburger or Hot-Dog Villaggio (6-8 one.) Worth $ 2.99,review needed
19505,Côte d'Côte d'Hôte Bifteck,review needed
19503,Mousse,review needed
19495,Peanut Butter,review needed
19488,Cherries - the United States and / or Canada - Category # 1,review needed
19487,All-purpose flour - embodie xxx,review needed
19484,Leeks - Quebec,review needed
19768,Dog - Marrobone Treats,review needed
19482,Eye Tracer - Infallible,review needed
19481,Cantaloup - Guatemala and / or Honduras,review needed
19492,Toothpaste - Pro-Enamel,review needed
19624,Red Tomatoes of Organic Serre - Quebec - Canada # 1,review needed
19625,Foaming Cleaner for Hands,review needed
19626,Tissue Paper - Saturday 6th and Sunday 7 October Only - Limit of 4 - $ 4.99 The rest of the week or by item outside the limit,tissue paper
19748,Disinfecting wipes,review needed
19749,Peanut Butter - See Varieties In Store,review needed
19753,Jelly powder,review needed
19756,Hot Dog breads - Unnamed,review needed
19759,Chocolate and Hazelnut Spread - President's Choice,review needed
19760,Licorice,licorice
19766,Pâté with three frozen meats,review needed
19767,Bars - Vector - See Varieties In stock,review needed
19236,Ground coffee - * bonus 50 points m,review needed
19228,Hygienic towels - see formats and varieties in store,review needed
19222,Biological Hass Lawyer - Mexico,review needed
16729,Licorice - NIBS - See Varieties in-store,licorice
16732,Dinner cheese macaroni,review needed
16742,Frozen fruit - President's choice - See in-store variety,review needed
16710,Pâté - See Varieties in store,review needed
16707,Chocolate treats,review needed
16677,Infant Preparation - Good Start 1,review needed
16702,Frozen vegetables - President's choice,review needed
16701,Licorice,licorice
16697,Frozen fruit - President's choice - See in-store variety,review needed
16696,Smoked sausages without nitrite,review needed
16688,Mounted Coffee - Mont-Royal Burn,review needed
16683,Honey - Unnamed,review needed
16727,Tissue Paper - Pack of 6 Boxes - * Bonus 30 Points M,tissue paper
16658,MORTADELLE - Ordinary price: $ 3,review needed
16726,Textile softening in leaves,review needed
16722,Paper towels,review needed
16721,Jam - Smucker's - * Bonus 15 Points M,jam
16715,Spring Mix - * Bonus 25 Points M,review needed
16714,Honey - President's Choice - See Varieties In Store,review needed
16712,Training Panties - Easy UPS,review needed
16711,Micro-croissants,review needed
16725,Pale tuna,review needed
16744,Antiperspirants - see varieties in store,medicine
16648,Peanut Butter - Crunchy - Saturday 30 and Sunday March 31st - Limit of 4 - $ 4.99 The rest of the week or by article out of bound,review needed
16645,GASED MINERAL WATER,review needed
16574,Cheese - mozzarellissima,review needed
16575,Frozen waffles - EGGO,review needed
16576,Plain flour,review needed
16578,Iced sorbet - see varieties in store,review needed
16682,Cereal - Sugar-Crisp,review needed
16670,tortillas,review needed
17170,"Peanut Butter - Natural Crunchy - Saturday, November 10th Only - Limit of 4 - $ 4.99 The rest of the week or by article out of bound",review needed
17200,Spread,review needed
17240,Cantaloup - Guatemala and / or Mexico - Category # 1,review needed
17246,Peanut Butter - All Natural,review needed
17247,"Peanut Butter - Natural Crunchy - Saturday, November 10th Only - Limit of 4 - $ 4.99 The rest of the week or by article out of bound",review needed
17251,Sliced charcuterie - see varieties in store,review needed
17256,Licorice,licorice
17206,Chocolate treats,review needed
16973,Chocolate,review needed
16669,McIntosh Apples - Quebec,review needed
17167,Cereal - Life,review needed
17155,Frozen Whipped Flooring - Cool Whip - Best Prices year,review needed
17157,oka cheese,review needed
17159,Frozen fish sticks,review needed
17160,Creton pork - Pack of 2 boxes,review needed
17163,fisheries,review needed
17237,Non-salty butter - Unnamed - Saturday 12th and Sunday 13 October only - Limit of 4 - $ 3.79 per additional item - $ 3.99 The rest of the week,review needed
17201,Organic mature - the United States or Mexico,review needed
17236,Hygienic paper - Fluff,review needed
17229,Beef concentrated broth,review needed
17225,Chocolate and Hazelnut Spread - President's Choice,review needed
17224,Powder preparation for infants with omega - See in store varieties,review needed
17221,Crunchy peanut butter,review needed
17209,Tartlets - Granny's - Save $ 1.49,review needed
17207,Bathroom cleaner,review needed
17231,Jam - see Varieties in store,jam
16971,Chocolate,review needed
16963,Coffee in Capsules T-DISC - see varieties in store,review needed
16659,Peanut Butter - Creamy - Saturday 15th and Sunday 16 December only - Limit of 4 - $ 4.99 The rest of the week or by article out of bounds,review needed
16662,Frozen Dinner - O 'Sole Mio - See Varieties In Store,review needed
16665,Cupcakes,review needed
16668,Frozen Meal - Slimming Kitchen,review needed
16582,Ice Sweets - Drumstick - View Varieties in-store,review needed
16583,Black Forest Smoked Ham Without Nitrite Sliced,review needed
16589,Cat Food - IAMS,review needed
16896,Dietal drink,review needed
16948,Jam - Smucker's,jam
16951,Infant Preparation - Gentlease A +,review needed
16953,Peanut Butter - All Natural,review needed
16959,"Big White Eggs, Grade A - Saturday 25 and Sunday 26 August only - Limit of 2 - $ 2.49 The rest of the week or by article out of bound",review needed
16900,Hygienic paper - Fluff,review needed
16897,Chips - Poppables - View varieties in store,review needed
16893,couscous,review needed
16888,Cereal - Alpha-Bits - 50% discount,review needed
16887,Cranberry Infused Water - PACT - See Varieties In stock,review needed
16883,Lince-Mouth - Ultra Clean,review needed
16882,Margarine - Traditional,review needed
16876,Biological Hass Lawyer - Mexico,review needed
16875,Tissue Papers - Pack of 6 Boxes,tissue paper
16933,Vitamin C - 500 mg,review needed
16925,Jam,jam
16857,Hygienic buffers - Pearl,review needed
16921,radish,review needed
16916,Bologna - View Varieties in store,review needed
16914,Snack - Lunch Mate Stackers,review needed
16913,Orange without glitches - South Africa,review needed
16911,Rice,review needed
16908,Dry food for dogs,review needed
16902,Chips - Unnamed,review needed
16856,Shampoo - See Varieties In Store,review needed
16855,U-shaped buffers,review needed
16848,Margarine - Gold,review needed
16793,Fruit Drink - See Varieties In Store,review needed
16789,Smoothie - Iögo - View varieties in store <,review needed
16782,Honey,review needed
16874,Wiper - Eco,review needed
16870,Cheese - Mozzarellissima - * 50 Points Bonus M,review needed
16869,pineapple,review needed
16633,Black Forest Smoked Ham Without Nitrite Sliced,review needed
16594,Red Mango - Imported,review needed
16599,Flavored milk,review needed
16600,Frozen meal - Hungry-man - See in store varieties,review needed
16607,Chocolate bars - Pack of 4,review needed
16608,Smoked sausages coated with frozen dough - original,review needed
16609,Save Foie Duck Brandy,review needed
16610,Bologna cotton,review needed
16611,Gluten-Free Crustles - Crispy Minis - View Varieties In Store,review needed
16613,Appetizer - Méli-Mélo,review needed
16644,Snatcher,review needed
16641,Tea,review needed
16640,Cheese bar,review needed
16637,Rice - Quick & Good - View Varieties in store,review needed
16647,Cat Food - Friskies,review needed
16868,Frozen Oven Lift Pizza - See Varieties In Store,review needed
16632,Creamy peanut butter - all natural,review needed
16622,Refrigerated dessert,review needed
16620,"chopped beef, skinny",review needed
16618,NAVEL Oranges - Spain,review needed
16617,Ice Sweets - Drumstick,review needed
16616,"Chips - Saturday, July 13th only!- Limit of 4 - $ 4.49 The rest of the week or by item outside the limit",review needed
16630,Frozen Pizza - Giuseppe,review needed
16747,Cats Food - Cat Chow - Save $ 1.50,review needed
16748,Laundry Detergent - Pods - View Varieties In-store,review needed
16751,Smoke chicken sausages,review needed
16861,Pickles,review needed
16864,Mountain mix - Unnamed,review needed
16867,Mascara - Lash BLAST Active,review needed
17164,Frozen Pizza - Giuseppe,review needed
17194,Vegetables - * Except: Mushrooms,review needed
19220,Iced tea,review needed
17142,Ice cream bars - see varieties in store,review needed
17056,Plastic Shelf - Molding Pelli - Sunday 6th and Monday 7th October alone - Limit of 4 - 99 ¢ The rest of the week or by article out of bound,review needed
17130,Yogurt to drink - Yop - see varieties in store - save 50 ¢ more to buy 4 products with a good-discount in store,review needed
17131,Capillary Color - Nice'n Easy - See Varieties In Store,review needed
17134,Vitamins D - 1000 IU,review needed
17135,Soup - Vegetables,review needed
17105,Amuse mouth,review needed
17086,Dishwasher - View Varieties In store,review needed
17104,Juice - see varieties in store,review needed
17097,Cheese - Caprice of the Gods,review needed
17093,Nectar - See Varieties In store,review needed
17091,Nasal Vaporizer - Hydrasse,review needed
17089,Cheese Macaroni - Dinner,review needed
17125,"Fresh chicken breast boneless, trimmed",review needed
17122,Mascara - Volum 'Express The Rocket,review needed
17119,Hygienic buffers - Pearl,review needed
17118,Scented oil - save $ 1 more when buying 1 product with a good-discount in store,review needed
17117,Cotton swabs,review needed
17115,Kakis Vanilla,review needed
17110,Yogurt,review needed
17123,Madeleines,review needed
17148,"Frozen Pizza - Casa di Mama - Saturday 9th and Sunday November 10th, only - Limit of 3 - $ 6.99 The rest of the week",review needed
17053,Preparation for Infants - Probiotic Good Start,review needed
17044,raisin bread,review needed
16974,Hygienic paper - Fluff,review needed
16975,Ice Cream With Vanilla,review needed
16976,Milk 2% lactose-free,review needed
16978,Licorice,licorice
16981,100% biological juice,review needed
16986,"Gas Drink - 7-Up, 7-Up Diet - See Varieties In Store",review needed
17088,Chopped chicken - blue menu,review needed
17085,Frozen fruit - President's choice - See in-store variety,review needed
17173,Chocolate,review needed
19311,Chips - Unnamed,review needed
19261,"Peanut Butter - Creamy - Saturday, February 16th only - Limit of 4 - $ 4.99 The rest of the week or by article out of bound",review needed
19304,Ice Coffee Syrup - Ice Java,review needed
19305,Gassed source water,review needed
19307,Frozen Yogurt - Real Cream - See Varieties In Store,review needed
19309,Frozen chicken tabs,review needed
19310,"Peanut butter - crunchy - Saturday, February 16th only - limit of 4 - $ 4.99 the rest of the week or by article out of bound",review needed
19265,Biological Tomatoes - From Quebec,review needed
17080,coconut water,review needed
19260,Deodorant,review needed
19429,Ice Cream With Vanilla,review needed
19231,Snack,review needed
19209,Organic almonds,review needed
19213,Frozen Pizza - Traditional - Save $ 2,review needed
19219,Ice Sweets - Gelato,review needed
19296,tomatoes,review needed
19285,Peanut butter - creamy and light - Saturday 11 and Sunday 12 May only.- Limit of 4 - $ 4.99 The rest of the week or by item outside the limit.,review needed
19282,Bologna with garlic,review needed
19280,Shower gel,review needed
19276,Chocolates - Ferrero Collection,review needed
19272,"Peanut butter - all natural - Saturday 7th and Sunday, December 8th only!- limit of 4 - $ 4.99 the rest of the week or by article out of bounds",review needed
19268,Sachets tea - See in store varieties,review needed
19286,"Refrigerated orange juice, without orange pulps",review needed
18161,Cheese Taste - * Bonus 20 Points M,review needed
18159,Coffee in K-Cup buckets - McCafe,review needed
18156,Cats Food - Friskies - View Varieties in-store,review needed
17060,"Cereal - Lucky Charms - Save $ 1 - * $ 4.99 Without Coupon - 1 Coupon Limit by Purchase, By Customer",review needed
17061,Carrots - Quebec - Canada No 1,review needed
17070,Smoke chicken sausages,review needed
17074,Jam - Smucker's - * Bonus 15 Points M,jam
17077,Toothbrush - Extra Clean,review needed
17079,nectarines,review needed
16987,Lemons,review needed
16990,Pipe opening - max,review needed
16992,Marinade - See Varieties In store,review needed
17315,Cleaner - See Varieties In stock,review needed
17331,Pizza lift-au oven frozen,review needed
17333,Cream Cheese - Philadelphia - See Varieties In stock,review needed
17334,Acetaminophen - Regular 325 mg,medicine
17336,dates,review needed
17339,Tissue Paper - Pack of 9 Boxes,tissue paper
17313,Biological salad mix - from the United States,review needed
16994,Baby Baby Toiletries - See Varieties In Store,review needed
17310,Instant Gruau - Buy 2 and Get FREE The Third,review needed
17304,Chocolate - Chocolaterie des Trappist Fathers - See Varieties In store,review needed
17303,Tortilla chips - View varieties in store,review needed
17302,Rice - Uncle Ben's,review needed
17299,Body cleaner,review needed
17264,Layers,review needed
17328,Chocolate and Hazelnut Spread - President's Choice,review needed
17325,Antisodorific or deodorant,review needed
17319,Peanut Butter,review needed
17318,Oil air purifier - see varieties in store,review needed
17317,Frozen Cake - Deep'n Delicious,review needed
17316,Frozen Fish Sticks - See Varieties In Store,review needed
17259,Antisodorific or deodorant,review needed
17258,Cookies - Maple Leaf - See Varieties In Store,cookies
17193,Sliced charcuterie - see varieties in store,review needed
17191,Honey - President's Choice - See Varieties In Store,review needed
17181,Fondue at Parmesan,review needed
17177,Hygienic buffers - Pearl,review needed
17286,Broccoli Crown - the United States or Mexico,review needed
17284,Toothpaste - Sensitive - Sunday 29th and Monday 30 December only - Limit of 4 - $ 2.99 per additional item,review needed
17281,Tissue Paper - Pack of 6 Boxes,tissue paper
17027,Honey - Naturalia,review needed
16995,Green Beans - Canada,review needed
16996,Hygienic paper - Fluff,review needed
17008,nectarines,review needed
17012,nectarines,review needed
17015,Frozen chicken nuggets,review needed
17041,Gassed source water,review needed
17040,waffles,review needed
17038,Pie - Baked Selection - See Varieties In Store,review needed
17033,Frozen fries potatoes - Superfries,review needed
17031,Green Zucchini - Quebec - * Bonus 10 Points M,review needed
17029,"Refrigerated orange juice, with pulps - Simply - Saturday, June 16th Only - Limit of 4 - $ 3.49 The rest of the week or by item outside the limit",review needed
17047,Cats Food - Cat Chow - Save $ 1.50,review needed
17024,Capillary products,review needed
17279,"Coffee in K-Cup buckets - Thimothy's - Buy in-2 and get a free box of 12 Capsules K-Cup Burn Mount Royal, worth $ 8.99",review needed
17023,Coffee in Capsules T-DISC - see varieties in store,review needed
17022,Licorice,licorice
17021,Instant Coffee - Rich and Cermeux,review needed
17018,Flavored milk,review needed
17017,Pasta,review needed
17025,Flavored milk,review needed
17149,Smoked sausages coated with frozen dough - Original - * 50 Points Bonus m,review needed
17150,Milk 1% - finely filtered,review needed
17154,Feta cheese with herbs and spices in the oil,review needed
17267,Refrigerated dessert,review needed
17271,Frozen sailor shell,review needed
17272,Fresh stuffed pasta - $ 2 of economy,review needed
17273,Styling Products - Fruits,review needed
17275,Onions - from Quebec - Canada No 1,review needed
15273,nectarines,review needed
15278,Kaiser breads,bread
15257,White Eggs - Gros Caliber,review needed
20754,K-Cup coffee buckets - President's choice,review needed
20769,Iced tea,review needed
20773,"chopped beef, skinny",review needed
20776,Craquins - Breton Bites,review needed
20788,Crackers - good grains,review needed
20752,Rice,review needed
20721,Biological Fisheries - California - Category # 1,review needed
20743,Yellow greenhouse peppers - from Canada and / or Mexico and / or Honduras,review needed
20735,Licorice,licorice
20734,cucumbers,review needed
20730,Green peppers - from the United States,review needed
20768,Rice jasmine,review needed
20765,Nasal Vaporizer - Hydrasse,review needed
20764,Soup - Vegetables,review needed
20762,Sparkling drink and juice - see varieties in store,review needed
20760,Tortilla chips - View varieties in store,review needed
20757,Instant Coffee - See Varieties In Store,review needed
20756,Smoothie - Iögo - View varieties in store <,review needed
20767,Organic legumes - see varieties in store,review needed
20898,Pork Back Côtes - Underjash Pack,review needed
20904,Cheese - Mozzarella,review needed
21022,groats,review needed
21024,Pizza lift-au oven frozen,review needed
21025,Refrigerated Beverage - Oasis Morning - See Varieties In Store,review needed
21026,raisin bread,review needed
20723,Iced tea,review needed
20720,Fruit Juice - See Varieties in-store,review needed
21031,"Gas Drink - 7-Up, 7-Up Diet - See Varieties In Store",review needed
20860,Toothpaste - MaxFris - Saturday 17 and Sunday 18 August only.- Limit of 4 - 99 ¢ The rest of the week or by item outside the limit,review needed
20878,Tissue Papers - Pack of 6 Boxes,tissue paper
20887,Laundry Detergent - Pods,review needed
20888,Ice Cream With Vanilla,review needed
20889,Brown eggs - Gros Caliber,review needed
20891,Raisin bread,review needed
20892,Refrigerated pie paste,review needed
20857,minced pork,review needed
20711,Half Smoked Hair Boneless - Toupie Genre,review needed
20851,Frozen popcorn shrimp,review needed
20850,Lozenges,review needed
20847,Frozen Burgers - Gluten Free - See Varieties In-store,review needed
20843,Smoked meat - see varieties in store,review needed
20842,Laundry Detergent - Pods,review needed
20840,Peanut Butter - All Natural,review needed
20797,Peanut Butter - Creamy and Light - Saturday 15 and Sunday 16 September only - Limit of 4 - $ 4.99 The rest of the week or by article out of bounds,review needed
20876,Refrigerated dessert,review needed
20870,"Fresh pork chops - Duo packaging (3 ribs, 3 tips of swagger)",review needed
20869,Gel dishwasher detergent,review needed
20868,Lipboard - Super Lustrous,review needed
20865,Jam - Smucker's,jam
20863,Max batteries - save $ 5,review needed
20862,Red Potatoes - From Quebec - Canada No 1,potatoes
20874,Air tongs,review needed
20896,Lip Balm - Baby Lips,review needed
20796,Acetaminophen - Regular 325 mg,medicine
20791,Snack - Bear paws,review needed
20708,Extra lean chopped turkey,review needed
20709,Cookies - Saturday 15 and Sunday 16 December only - Limit of 4 - $ 2.99 The rest of the week or by article out of bound,cookies
20710,Baby baby toiletries,review needed
21027,Wax,review needed
21037,Syrup - * Bonus 15 Points M,review needed
20947,Butter - see varieties in store,review needed
20998,Fruit Cocktail - See Varieties In Store,review needed
21006,Hot Dog breads - POM,review needed
21009,Disinfecting wipes,review needed
21010,Textile softening in leaves,review needed
21011,Barres - Protilife,review needed
20955,Snatcher,review needed
21116,Cereal - Special K,review needed
20929,Coffee Color - See Varieties In Store,review needed
20928,Ice Tea - See Varieties In Store,review needed
20906,Eggs cooked in the oven - Quiche without crust - see varieties in store,review needed
20910,Peanut Butter - Creamy and Lightweight,review needed
20917,Peanut Butter - All Natural,review needed
20919,Smoke chicken sausages,review needed
20920,Ice Cream With Vanilla,review needed
20995,Syrup for chocolate milk - Nesquik,review needed
20951,Powder preparation for infants with omega - See in store varieties,review needed
20985,Peanut Butter,review needed
20977,Gnocchi to pan,review needed
20973,Plastic Film - Unnamed,review needed
20972,Hygienic paper - * Bonus 25 points m,review needed
20964,Chocolate and Hazelnut Spread - President's Choice,review needed
20961,Smoothie - Iögo - View varieties in store <,review needed
20957,Cheese - Cheddar,review needed
20978,Flavored milk,review needed
19837,Licorice,licorice
23054,raisin bread,review needed
23059,Red Potatoes - From Quebec - Canada No 1,potatoes
25169,Frozen meal - Simply,review needed
25170,Battery,review needed
25171,Cookies - Celebration - Saturday 19th and Sunday 20 January only - Limit of 4 - $ 2.99 The rest of the week or by article out of bound,cookies
25181,Crunchy natural peanut butter,review needed
20923,Capillary Color - Infinia - See Varieties In-store,review needed
20944,Tartinade Hoummos,review needed
21038,Cream 10% - Ultra'creme,review needed
21068,Frozen breaded chicken straps - advertising recipe,review needed
21096,Disinfecting wipes,review needed
21100,Capillary Products - Whole Blends,review needed
21102,Laundry Detergent - Ultra Packs - Saturday 8th and Sunday 9 September Only - Limit of 4 - $ 3.99 The rest of the week or by item outside the limit,review needed
21105,Honey - * Bonus 25 Points M,review needed
21108,Chips - Saturday 19 and Sunday May 20th Only - Limit of 4 - $ 2.99 The rest of the week or by article out of bounds,review needed
21109,Bars - Rice Krispies - See in store varieties,review needed
21066,Refrigerated fruit juice - see varieties in store,review needed
20932,Accompanying Flat - Quick & Good - View Varieties In Store,review needed
21057,Apple Compote - Free,review needed
21055,Biological Hass Lawyer - Mexico,review needed
21053,Vol-wind - save $ 1.50,review needed
21051,Honey - Naturalia,review needed
21050,Black Forest Smoked Ham Without Nitrite Sliced,review needed
21043,Black Forest Smoked Ham Without Nitrite Sliced,review needed
21018,Snack - Lunch Mate Stackers,review needed
21095,Snack - Goldfish,review needed
21088,Lemons - from Spain and / or South Africa,review needed
21085,Hygienic paper - Fluff,review needed
21083,Biological yogurt,review needed
21077,Protein bite - Vector,review needed
21072,Peanut Butter - Crunchy,review needed
21070,Refrigerated dessert,review needed
21092,Frozen waffles - EGGO,review needed
21015,Jam,jam
21013,"Refrigerated orange juice, with pulps - Simply - Saturday, June 16th Only - Limit of 4 - $ 3.49 The rest of the week or by item outside the limit",review needed
21012,Stew,review needed
20943,Tea,review needed
20940,Table towels - Unnamed,review needed
20938,Broccoli Crown - the United States or Mexico,review needed
20935,Hygienic paper - Fluff,review needed
20933,Jam - Pure - View Varieties in store,jam
20837,Honey - President's Choice - See Varieties In Store,review needed
20836,Licorice - NIBS - See Varieties in-store,licorice
20834,Tomatoes Grapes - Mexico,review needed
21216,Yellow Asian Pear - China,review needed
21227,Barres - Sweet & Salted,review needed
21203,Batteries - max,review needed
21207,Peanut butter - all natural - Saturday 15 and Sunday 16 September only - limit of 4 - $ 4.99 the rest of the week or by article out of bounds,review needed
21219,Cake Mix - Classic,review needed
21141,BEER LIGHT - Save $ 11 when you buy 2 crates,review needed
21170,Jelly,review needed
21167,Dog Food - * Bonus 25 Points M On Purchase of 6,review needed
21162,"Peanut Butter - Natural Crunchy - Saturday, November 10th Only - Limit of 4 - $ 4.99 The rest of the week or by article out of bound",review needed
21158,Yogurt - Source 0% - See Varieties in-store,review needed
21153,Marmalade - Buy 2 and get 1 FREE 1 peanut butter (500 g),review needed
21150,Apple pie - market delights,review needed
21194,Frozen turkey - Ordinary or stuffed,review needed
21192,Frozen chicken wings,review needed
21189,Mascara - Voluminous Million Lashes,review needed
21188,"White eggs, category A - Saturday, August 31 only - Limit of 2 - $ 2.29 per item Suplementary - $ 2.49 The rest of the week",review needed
21183,"Frozen pork hocks, BBQ sauce",review needed
21174,"Toilet paper - Saturday, February 16th only - Limit of 4 - $ 5.99 The rest of the week or by article out of bounds",review needed
21195,Peanut butter - all natural - Saturday 15 and Sunday 16 September only - limit of 4 - $ 4.99 the rest of the week or by article out of bounds,review needed
21326,Scented oil - save $ 1 more when buying 1 product with a good-discount in store,review needed
21329,"Toothbrush - Twister - Saturday 26 and Sunday, October 27th only.- limit of 4 - 99 ¢ per additional article",review needed
21332,Frozen Pork Back Côtes - Save $ 5.11,review needed
21425,Cereal - Alpha-Bits - 50% discount,review needed
21432,CREAM 10%,review needed
21435,Shampoo - T / GEL,review needed
21436,Cereal - Corn Pops,review needed
21437,Antiperspirants - see varieties in store,medicine
21439,Mounted coffee - McCafé,review needed
21441,Yogurt - Classical,review needed
21139,Precooked rice,review needed
20828,Peanut Butter - All Natural,review needed
21314,Apples Granny Smith - Chile - Extra Fantasy Category,review needed
21301,Hygienic paper - Fluff,review needed
21233,Crunchy bars - Special K,review needed
21303,CUV CLEANER - 10X POWERFUL,review needed
21304,A rocket mix - of the United States,review needed
21307,Max batteries,review needed
21311,Frozen fruit - President's choice - See in-store variety,review needed
21316,Peanut Butter - All Natural - Saturday 8th and Sunday 9 December Only - Limit of 4 - $ 4.99 The rest of the week or by article out of bound,review needed
21289,Chocolate Eggs - Mini Eggs - Saturday 30th and Sunday March 31st - Limit of 4 - $ 7.99 The rest of the week or by article out of bound,review needed
21286,Yogurt - Source - See Varieties in-store,review needed
21282,Lettuce in Red Leaves - Quebec,review needed
21280,Spread,review needed
21278,Cereal - Mini Wheats,review needed
21296,"Capillary Products - Studio Line - Saturday, November 10th only - Limit of 4 - $ 7.99 The rest of the week or by article out of bounds",review needed
21295,Chewing gum - 4 box packs,review needed
21294,Wiper - Unnamed - Saturday 19th and Sunday May 20th Only - Limit of 4 - $ 3.49 The rest of the week or by item outside limits,review needed
21292,Litchis - Imported,review needed
21291,Sliced charcuterie - see varieties in store,review needed
21323,Frozen Pizza - Giuseppe,review needed
21230,Grape bread with cinnamon - pom,review needed
21225,Snatcher,review needed
21123,Yogurt - Mediterranean,review needed
21125,Alcoholic drink,review needed
21128,Gum - See Varieties In Store,review needed
21134,Dog Tapers - Breath Buster,review needed
21135,Refrigerated Juice Mix - Tropics - See Varieties In-store,review needed
21445,Nature croissants,review needed
21447,Dishwasher - View Varieties In store,review needed
21448,Frozen tart - Deep'n Delicious - * Bonus 25 points,review needed
21379,Honey,review needed
21405,Frozen breaded fish fillets - Select selected,review needed
21406,Honey,review needed
21408,Tender Bars - Dipps,review needed
21410,Soybean Drink - Natur-A,review needed
21411,Chocolate - Chocolaterie des Trappist Fathers - See Varieties In store,review needed
21412,Pork lanyard chops,review needed
21375,Mascara - Lash Blast,review needed
21449,Risotto - Express Bistro - View Varieties in store,review needed
21122,"Hygienic paper - Saturday 2 and Sunday, February 3rd only - Limit of 4 - $ 5.99 The rest of the week or by article out of bound",review needed
21349,Disinfecting wipes,review needed
21333,Ice Sweets - Drumstick,review needed
21338,Frozen meal wellness,review needed
21343,Salad - * Bonus 25 points M for purchase of 2,review needed
21376,Pizza lift-au oven frozen,review needed
21403,Bread - Old Mill,review needed
21393,Capillary Color - Perfect 10,review needed
21392,spinach babies,review needed
21386,Shampoo - Whole Blends,review needed
21385,Air Purifier - See Varieties In Store,review needed
21384,Cheese - Mozzarella,review needed
21402,Milk chocolate spread,review needed
20698,Wafers - see varieties in store,review needed
21117,CRETONS - Classic or grandmother,review needed
21115,Cabbage salad - * Bonus 15 points M,review needed
20810,Blueberries - Peru and / or Chile - Category # 1,review needed
20812,Refrigerated dessert,review needed
20818,"Energy Drink - Saturday, November 30 and Sunday December 1st!- limit of 4 - $ 7.99 the rest of the week or by article out of bounds",review needed
20824,GASED MINERAL WATER,review needed
21344,Skim milk - Purfiltre,review needed
21351,Snatcher,review needed
21471,K-Cup coffee buckets - President's choice,review needed
21452,Marinade - See Varieties In store,review needed
21454,Tissue Paper - Unnamed,tissue paper
21455,Tissue Papers - Pack of 6 Boxes,tissue paper
